route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2019-01-01,201901,WEEKDAY,762,22
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2019-01-01,201901,WEEKDAY,274,22
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-01-01,201901,WEEKDAY,1704,22
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-01-01,201901,WEEKDAY,1046,22
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-01-01,201901,WEEKDAY,1210,22
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-01-01,201901,SAT.,1074,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-01-01,201901,SAT.,950,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-01-01,201901,SAT.,3763,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-01-01,201901,SUN.,723,5
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-01-01,201901,SUN.,611,5
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-01-01,201901,SUN.,2448,5
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-01-01,201901,WEEKDAY,5707,22
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-01-01,201901,WEEKDAY,8147,22
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-01-01,201901,WEEKDAY,9567,22
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-01-01,201901,SAT.,1006,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-01-01,201901,SUN.,579,5
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-01-01,201901,WEEKDAY,630,22
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-02-01,201902,SAT.,1110,4
4,4,4 - TROY HILL,Ross,Bus,2019-02-01,201902,SAT.,302,4
6,6,6 - SPRING HILL,Ross,Bus,2019-02-01,201902,SAT.,544,4
8,8,8 - PERRYSVILLE,Ross,Bus,2019-02-01,201902,SAT.,1610,4
11,11,11 - FINEVIEW,Ross,Bus,2019-02-01,201902,SAT.,238,4
12,12,12 - MCKNIGHT,Ross,Bus,2019-02-01,201902,SAT.,1361,4
13,13,13 - BELLEVUE,Ross,Bus,2019-02-01,201902,SAT.,1423,4
14,14,14 - OHIO VALLEY,Ross,Bus,2019-02-01,201902,SAT.,581,4
15,15,15 - CHARLES,Ross,Bus,2019-02-01,201902,SAT.,779,4
16,16,16 - BRIGHTON,Ross,Bus,2019-02-01,201902,SAT.,2104,4
17,17,17 - SHADELAND,Ross,Bus,2019-02-01,201902,SAT.,602,4
21,21,21 - CORAOPOLIS,Collier,Bus,2019-02-01,201902,SAT.,585,4
22,22,22 - MCCOY,Collier,Bus,2019-02-01,201902,SAT.,446,4
24,24,24 - WEST PARK,Collier,Bus,2019-02-01,201902,SAT.,1358,4
26,26,26 - CHARTIERS,Collier,Bus,2019-02-01,201902,SAT.,536,4
27,27,27 - FAIRYWOOD,Collier,Bus,2019-02-01,201902,SAT.,614,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-02-01,201902,SAT.,1365,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-02-01,201902,SAT.,800,4
38,38,38 - GREEN TREE,Collier,Bus,2019-02-01,201902,SAT.,427,4
39,39,39 - BROOKLINE,Collier,Bus,2019-02-01,201902,SAT.,270,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-02-01,201902,SAT.,229,4
41,41,41 - BOWER HILL,Collier,Bus,2019-02-01,201902,SAT.,465,4
43,43,43 - BAILEY,Collier,Bus,2019-02-01,201902,SAT.,339,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-02-01,201902,SAT.,276,4
48,48,48 - ARLINGTON,Collier,Bus,2019-02-01,201902,SAT.,1868,4
51,51,51 - CARRICK,West Mifflin,Bus,2019-02-01,201902,SAT.,4933,4
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-02-01,201902,SAT.,337,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-02-01,201902,SAT.,2548,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-02-01,201902,SAT.,785,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-02-01,201902,SAT.,775,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-02-01,201902,SAT.,851,4
58,58,58 - GREENFIELD,East Liberty,Bus,2019-02-01,201902,SAT.,302,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-02-01,201902,SAT.,1844,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-02-01,201902,SAT.,3488,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-02-01,201902,SAT.,3128,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-02-02,201902,SAT.,4528,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-02-01,201902,SAT.,3780,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-02-01,201902,SAT.,1697,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-02-01,201902,SAT.,1008,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-02-01,201902,SAT.,458,4
69,69,69 - TRAFFORD,East Liberty,Bus,2019-02-01,201902,SAT.,352,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-02-01,201902,SAT.,2829,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-02-01,201902,SAT.,2742,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-02-01,201902,SAT.,3498,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-02-01,201902,SAT.,2230,4
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-02-01,201902,SAT.,511,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-02-01,201902,SAT.,1936,4
77,77,77 - PENN HILLS,East Liberty,Bus,2019-02-01,201902,SAT.,1029,4
79,79,79 - EAST HILLS,East Liberty,Bus,2019-02-01,201902,SAT.,743,4
81,81,81 - OAK HILL,West Mifflin,Bus,2019-02-01,201902,SAT.,896,4
82,82,82 - LINCOLN,East Liberty,Bus,2019-02-01,201902,SAT.,2496,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-02-01,201902,SAT.,1398,4
86,86,86 - LIBERTY,East Liberty,Bus,2019-02-01,201902,SAT.,2648,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-02-01,201902,SAT.,714,4
88,88,88 - PENN,East Liberty,Bus,2019-02-01,201902,SAT.,1710,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-02-01,201902,SAT.,238,4
91,91,91 - BUTLER STREET,Ross,Bus,2019-02-01,201902,SAT.,2167,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-02-01,201902,SAT.,992,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-02-01,201902,SAT.,4840,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-02-01,201902,SAT.,754,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-02-01,201902,SAT.,550,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-02-01,201902,SAT.,613,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-02-01,201902,SUN.,916,4
6,6,6 - SPRING HILL,Ross,Bus,2019-02-01,201902,SUN.,490,4
8,8,8 - PERRYSVILLE,Ross,Bus,2019-02-01,201902,SUN.,996,4
11,11,11 - FINEVIEW,Ross,Bus,2019-02-01,201902,SUN.,142,4
12,12,12 - MCKNIGHT,Ross,Bus,2019-02-01,201902,SUN.,884,4
13,13,13 - BELLEVUE,Ross,Bus,2019-02-01,201902,SUN.,698,4
14,14,14 - OHIO VALLEY,Ross,Bus,2019-02-01,201902,SUN.,390,4
15,15,15 - CHARLES,Ross,Bus,2019-02-01,201902,SUN.,460,4
16,16,16 - BRIGHTON,Ross,Bus,2019-02-01,201902,SUN.,1434,4
17,17,17 - SHADELAND,Ross,Bus,2019-02-01,201902,SUN.,582,4
21,21,21 - CORAOPOLIS,Collier,Bus,2019-02-01,201902,SUN.,482,4
24,24,24 - WEST PARK,Collier,Bus,2019-02-01,201902,SUN.,913,4
26,26,26 - CHARTIERS,Collier,Bus,2019-02-01,201902,SUN.,298,4
27,27,27 - FAIRYWOOD,Collier,Bus,2019-02-01,201902,SUN.,438,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-02-01,201902,SUN.,1258,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-02-01,201902,SUN.,564,4
38,38,38 - GREEN TREE,Collier,Bus,2019-02-01,201902,SUN.,201,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-02-01,201902,SUN.,139,4
41,41,41 - BOWER HILL,Collier,Bus,2019-02-01,201902,SUN.,313,4
43,43,43 - BAILEY,Collier,Bus,2019-02-01,201902,SUN.,228,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-02-01,201902,SUN.,227,4
48,48,48 - ARLINGTON,Collier,Bus,2019-02-01,201902,SUN.,1109,4
51,51,51 - CARRICK,West Mifflin,Bus,2019-02-01,201902,SUN.,3260,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-02-01,201902,SUN.,1331,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-02-01,201902,SUN.,590,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-02-01,201902,SUN.,612,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-02-01,201902,SUN.,613,4
58,58,58 - GREENFIELD,East Liberty,Bus,2019-02-01,201902,SUN.,174,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-02-01,201902,SUN.,1338,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-02-01,201902,SUN.,2524,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-02-01,201902,SUN.,2014,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-02-03,201902,SUN.,3514,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-02-01,201902,SUN.,2474,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-02-01,201902,SUN.,1101,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-02-01,201902,SUN.,472,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-02-01,201902,SUN.,227,4
69,69,69 - TRAFFORD,East Liberty,Bus,2019-02-01,201902,SUN.,254,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-02-01,201902,SUN.,1958,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-02-01,201902,SUN.,1635,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-02-01,201902,SUN.,2460,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-02-01,201902,SUN.,1650,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-02-01,201902,SUN.,1393,4
77,77,77 - PENN HILLS,East Liberty,Bus,2019-02-01,201902,SUN.,666,4
79,79,79 - EAST HILLS,East Liberty,Bus,2019-02-01,201902,SUN.,472,4
81,81,81 - OAK HILL,West Mifflin,Bus,2019-02-01,201902,SUN.,615,4
82,82,82 - LINCOLN,East Liberty,Bus,2019-02-01,201902,SUN.,1898,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-02-01,201902,SUN.,875,4
86,86,86 - LIBERTY,East Liberty,Bus,2019-02-01,201902,SUN.,1612,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-02-01,201902,SUN.,252,4
88,88,88 - PENN,East Liberty,Bus,2019-02-01,201902,SUN.,1128,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-02-01,201902,SUN.,133,4
91,91,91 - BUTLER STREET,Ross,Bus,2019-02-01,201902,SUN.,1092,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-02-01,201902,SUN.,721,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-02-01,201902,SUN.,3220,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-02-01,201902,SUN.,627,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-02-01,201902,SUN.,361,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-02-01,201902,WEEKDAY,1619,20
2,2,2 - MOUNT ROYAL,Ross,Bus,2019-02-01,201902,WEEKDAY,1034,20
4,4,4 - TROY HILL,Ross,Bus,2019-02-01,201902,WEEKDAY,723,20
6,6,6 - SPRING HILL,Ross,Bus,2019-02-01,201902,WEEKDAY,1253,20
7,7,7 - SPRING GARDEN,Ross,Bus,2019-02-01,201902,WEEKDAY,146,20
8,8,8 - PERRYSVILLE,Ross,Bus,2019-02-01,201902,WEEKDAY,3164,20
11,11,11 - FINEVIEW,Ross,Bus,2019-02-01,201902,WEEKDAY,565,20
12,12,12 - MCKNIGHT,Ross,Bus,2019-02-01,201902,WEEKDAY,1251,20
13,13,13 - BELLEVUE,Ross,Bus,2019-02-01,201902,WEEKDAY,2073,20
14,14,14 - OHIO VALLEY,Ross,Bus,2019-02-01,201902,WEEKDAY,1316,20
15,15,15 - CHARLES,Ross,Bus,2019-02-01,201902,WEEKDAY,1095,20
16,16,16 - BRIGHTON,Ross,Bus,2019-02-01,201902,WEEKDAY,3808,20
17,17,17 - SHADELAND,Ross,Bus,2019-02-01,201902,WEEKDAY,1376,20
18,18,18 - MANCHESTER,Ross,Bus,2019-02-01,201902,WEEKDAY,80,20
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2019-02-01,201902,WEEKDAY,656,20
20,20,20 - KENNEDY,Collier,Bus,2019-02-01,201902,WEEKDAY,674,20
21,21,21 - CORAOPOLIS,Collier,Bus,2019-02-01,201902,WEEKDAY,1273,20
22,22,22 - MCCOY,Collier,Bus,2019-02-01,201902,WEEKDAY,934,20
24,24,24 - WEST PARK,Collier,Bus,2019-02-01,201902,WEEKDAY,1613,20
26,26,26 - CHARTIERS,Collier,Bus,2019-02-01,201902,WEEKDAY,986,20
27,27,27 - FAIRYWOOD,Collier,Bus,2019-02-01,201902,WEEKDAY,1087,20
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,1786,20
29,29,29 - ROBINSON,Collier,Bus,2019-02-01,201902,WEEKDAY,998,20
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-02-01,201902,WEEKDAY,1702,20
36,36,36 - BANKSVILLE,Collier,Bus,2019-02-01,201902,WEEKDAY,730,20
38,38,38 - GREEN TREE,Collier,Bus,2019-02-01,201902,WEEKDAY,3366,20
39,39,39 - BROOKLINE,Collier,Bus,2019-02-01,201902,WEEKDAY,1658,20
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-02-01,201902,WEEKDAY,654,20
41,41,41 - BOWER HILL,Collier,Bus,2019-02-01,201902,WEEKDAY,1677,20
43,43,43 - BAILEY,Collier,Bus,2019-02-01,201902,WEEKDAY,693,20
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-02-01,201902,WEEKDAY,1024,20
48,48,48 - ARLINGTON,Collier,Bus,2019-02-01,201902,WEEKDAY,3093,20
51,51,51 - CARRICK,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,7907,20
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,658,20
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,414,20
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1464,20
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-02-01,201902,WEEKDAY,4568,20
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1052,20
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1696,20
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1228,20
58,58,58 - GREENFIELD,East Liberty,Bus,2019-02-01,201902,WEEKDAY,1209,20
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,2050,20
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,582,20
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,5349,20
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,4723,20
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-02-20,201902,WEEKDAY,6512,20
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,6336,20
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1764,20
65,65,65 - SQUIRREL HILL,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,487,20
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-02-01,201902,WEEKDAY,2399,20
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-02-01,201902,WEEKDAY,107,20
69,69,69 - TRAFFORD,East Liberty,Bus,2019-02-01,201902,WEEKDAY,1497,20
71,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,61,20
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-02-01,201902,WEEKDAY,6606,20
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-02-01,201902,WEEKDAY,5849,20
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-02-01,201902,WEEKDAY,6344,20
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-02-01,201902,WEEKDAY,5230,20
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-02-01,201902,WEEKDAY,966,20
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-02-01,201902,WEEKDAY,3629,20
77,77,77 - PENN HILLS,East Liberty,Bus,2019-02-01,201902,WEEKDAY,2232,20
79,79,79 - EAST HILLS,East Liberty,Bus,2019-02-01,201902,WEEKDAY,941,20
81,81,81 - OAK HILL,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1802,20
82,82,82 - LINCOLN,East Liberty,Bus,2019-02-01,201902,WEEKDAY,3900,20
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,2407,20
86,86,86 - LIBERTY,East Liberty,Bus,2019-02-01,201902,WEEKDAY,2836,20
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-02-01,201902,WEEKDAY,2901,20
88,88,88 - PENN,East Liberty,Bus,2019-02-01,201902,WEEKDAY,3005,20
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-02-01,201902,WEEKDAY,359,20
91,91,91 - BUTLER STREET,Ross,Bus,2019-02-01,201902,WEEKDAY,4542,20
93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,2425,20
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-02-01,201902,WEEKDAY,3820,20
G3,G3,G3 - MOON FLYER,Collier,Bus,2019-02-01,201902,WEEKDAY,1024,20
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2019-02-01,201902,WEEKDAY,713,20
O1,O1,O1 - ROSS FLYER,Ross,Bus,2019-02-01,201902,WEEKDAY,1270,20
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2019-02-01,201902,WEEKDAY,1536,20
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2019-02-01,201902,WEEKDAY,130,20
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-02-01,201902,WEEKDAY,10070,20
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,657,20
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,1220,20
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2019-02-01,201902,WEEKDAY,324,20
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,892,20
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,400,20
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2019-02-01,201902,WEEKDAY,1642,20
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,3247,20
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,540,20
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,1253,20
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,243,20
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,709,20
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,624,20
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1024,20
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2019-02-01,201902,WEEKDAY,1419,20
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,829,20
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,306,20
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1750,20
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1174,20
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-02-01,201902,WEEKDAY,1263,20
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-02-01,201902,SAT.,1189,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-02-01,201902,SAT.,1194,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-02-01,201902,SAT.,4229,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-02-01,201902,SUN.,938,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-02-01,201902,SUN.,616,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-02-01,201902,SUN.,2792,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-02-01,201902,WEEKDAY,6078,20
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-02-01,201902,WEEKDAY,8531,20
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-02-01,201902,WEEKDAY,10050,20
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-02-01,201902,SAT.,357,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-02-01,201902,SUN.,204,4
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-02-01,201902,WEEKDAY,187,20
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-03-01,201903,SAT.,1241,5
4,4,4 - TROY HILL,Ross,Bus,2019-03-01,201903,SAT.,282,5
6,6,6 - SPRING HILL,Ross,Bus,2019-03-01,201903,SAT.,585,5
8,8,8 - PERRYSVILLE,Ross,Bus,2019-03-01,201903,SAT.,1515,5
11,11,11 - FINEVIEW,Ross,Bus,2019-03-01,201903,SAT.,221,5
12,12,12 - MCKNIGHT,Ross,Bus,2019-03-01,201903,SAT.,1342,5
13,13,13 - BELLEVUE,Ross,Bus,2019-03-01,201903,SAT.,1295,5
14,14,14 - OHIO VALLEY,Ross,Bus,2019-03-01,201903,SAT.,587,5
15,15,15 - CHARLES,Ross,Bus,2019-03-01,201903,SAT.,802,5
16,16,16 - BRIGHTON,Ross,Bus,2019-03-01,201903,SAT.,2088,5
17,17,17 - SHADELAND,Ross,Bus,2019-03-01,201903,SAT.,517,5
21,21,21 - CORAOPOLIS,Collier,Bus,2019-03-01,201903,SAT.,630,5
22,22,22 - MCCOY,Collier,Bus,2019-03-01,201903,SAT.,459,5
24,24,24 - WEST PARK,Collier,Bus,2019-03-01,201903,SAT.,1393,5
26,26,26 - CHARTIERS,Collier,Bus,2019-03-01,201903,SAT.,540,5
27,27,27 - FAIRYWOOD,Collier,Bus,2019-03-01,201903,SAT.,586,5
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-03-01,201903,SAT.,1828,5
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-03-01,201903,SAT.,739,5
38,38,38 - GREEN TREE,Collier,Bus,2019-03-01,201903,SAT.,269,5
39,39,39 - BROOKLINE,Collier,Bus,2019-03-01,201903,SAT.,212,5
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-03-01,201903,SAT.,200,5
41,41,41 - BOWER HILL,Collier,Bus,2019-03-01,201903,SAT.,467,5
43,43,43 - BAILEY,Collier,Bus,2019-03-01,201903,SAT.,349,5
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-03-01,201903,SAT.,278,5
48,48,48 - ARLINGTON,Collier,Bus,2019-03-01,201903,SAT.,1513,5
51,51,51 - CARRICK,West Mifflin,Bus,2019-03-01,201903,SAT.,5141,5
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-03-01,201903,SAT.,340,5
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-03-01,201903,SAT.,2061,5
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-03-01,201903,SAT.,746,5
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-03-01,201903,SAT.,820,5
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-03-01,201903,SAT.,819,5
58,58,58 - GREENFIELD,East Liberty,Bus,2019-03-01,201903,SAT.,287,5
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-03-01,201903,SAT.,1754,5
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-03-01,201903,SAT.,3330,5
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-03-01,201903,SAT.,2715,5
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-03-02,201903,SAT.,4138,5
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-03-01,201903,SAT.,3369,5
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-03-01,201903,SAT.,1706,5
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-03-01,201903,SAT.,1028,5
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-03-01,201903,SAT.,428,5
