route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
69,69,69 - TRAFFORD,East Liberty,Bus,2019-03-01,201903,SAT.,328,5
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-03-01,201903,SAT.,2613,5
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-03-01,201903,SAT.,2138,5
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-03-01,201903,SAT.,3153,5
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-03-01,201903,SAT.,2100,5
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-03-01,201903,SAT.,500,5
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-03-01,201903,SAT.,1760,5
77,77,77 - PENN HILLS,East Liberty,Bus,2019-03-01,201903,SAT.,1076,5
79,79,79 - EAST HILLS,East Liberty,Bus,2019-03-01,201903,SAT.,714,5
81,81,81 - OAK HILL,West Mifflin,Bus,2019-03-01,201903,SAT.,859,5
82,82,82 - LINCOLN,East Liberty,Bus,2019-03-01,201903,SAT.,2268,5
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-03-01,201903,SAT.,1391,5
86,86,86 - LIBERTY,East Liberty,Bus,2019-03-01,201903,SAT.,2534,5
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-03-01,201903,SAT.,690,5
88,88,88 - PENN,East Liberty,Bus,2019-03-01,201903,SAT.,1570,5
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-03-01,201903,SAT.,259,5
91,91,91 - BUTLER STREET,Ross,Bus,2019-03-01,201903,SAT.,2002,5
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-03-01,201903,SAT.,862,5
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-03-01,201903,SAT.,4486,5
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-03-01,201903,SAT.,712,5
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-03-01,201903,SAT.,412,5
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-03-01,201903,SAT.,526,5
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-03-01,201903,SUN.,886,5
6,6,6 - SPRING HILL,Ross,Bus,2019-03-01,201903,SUN.,489,5
8,8,8 - PERRYSVILLE,Ross,Bus,2019-03-01,201903,SUN.,989,5
11,11,11 - FINEVIEW,Ross,Bus,2019-03-01,201903,SUN.,136,5
12,12,12 - MCKNIGHT,Ross,Bus,2019-03-01,201903,SUN.,831,5
13,13,13 - BELLEVUE,Ross,Bus,2019-03-01,201903,SUN.,687,5
14,14,14 - OHIO VALLEY,Ross,Bus,2019-03-01,201903,SUN.,398,5
15,15,15 - CHARLES,Ross,Bus,2019-03-01,201903,SUN.,427,5
16,16,16 - BRIGHTON,Ross,Bus,2019-03-01,201903,SUN.,1265,5
17,17,17 - SHADELAND,Ross,Bus,2019-03-01,201903,SUN.,507,5
21,21,21 - CORAOPOLIS,Collier,Bus,2019-03-01,201903,SUN.,510,5
24,24,24 - WEST PARK,Collier,Bus,2019-03-01,201903,SUN.,867,5
26,26,26 - CHARTIERS,Collier,Bus,2019-03-01,201903,SUN.,300,5
27,27,27 - FAIRYWOOD,Collier,Bus,2019-03-01,201903,SUN.,347,5
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-03-01,201903,SUN.,1455,5
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-03-01,201903,SUN.,506,5
38,38,38 - GREEN TREE,Collier,Bus,2019-03-01,201903,SUN.,158,5
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-03-01,201903,SUN.,155,5
41,41,41 - BOWER HILL,Collier,Bus,2019-03-01,201903,SUN.,241,5
43,43,43 - BAILEY,Collier,Bus,2019-03-01,201903,SUN.,190,5
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-03-01,201903,SUN.,180,5
48,48,48 - ARLINGTON,Collier,Bus,2019-03-01,201903,SUN.,965,5
51,51,51 - CARRICK,West Mifflin,Bus,2019-03-01,201903,SUN.,3190,5
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-03-01,201903,SUN.,1093,5
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-03-01,201903,SUN.,545,5
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-03-01,201903,SUN.,610,5
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-03-01,201903,SUN.,570,5
58,58,58 - GREENFIELD,East Liberty,Bus,2019-03-01,201903,SUN.,169,5
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-03-01,201903,SUN.,1220,5
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-03-01,201903,SUN.,2311,5
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-03-01,201903,SUN.,1801,5
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-03-03,201903,SUN.,3128,5
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-03-01,201903,SUN.,2221,5
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-03-01,201903,SUN.,989,5
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-03-01,201903,SUN.,508,5
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-03-01,201903,SUN.,214,5
69,69,69 - TRAFFORD,East Liberty,Bus,2019-03-01,201903,SUN.,221,5
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-03-01,201903,SUN.,1887,5
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-03-01,201903,SUN.,1591,5
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-03-01,201903,SUN.,2289,5
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-03-01,201903,SUN.,1361,5
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-03-01,201903,SUN.,1286,5
77,77,77 - PENN HILLS,East Liberty,Bus,2019-03-01,201903,SUN.,1044,5
79,79,79 - EAST HILLS,East Liberty,Bus,2019-03-01,201903,SUN.,459,5
81,81,81 - OAK HILL,West Mifflin,Bus,2019-03-01,201903,SUN.,639,5
82,82,82 - LINCOLN,East Liberty,Bus,2019-03-01,201903,SUN.,1884,5
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-03-01,201903,SUN.,661,5
86,86,86 - LIBERTY,East Liberty,Bus,2019-03-01,201903,SUN.,1498,5
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-03-01,201903,SUN.,286,5
88,88,88 - PENN,East Liberty,Bus,2019-03-01,201903,SUN.,1112,5
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-03-01,201903,SUN.,134,5
91,91,91 - BUTLER STREET,Ross,Bus,2019-03-01,201903,SUN.,873,5
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-03-01,201903,SUN.,560,5
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-03-01,201903,SUN.,2599,5
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-03-01,201903,SUN.,542,5
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-03-01,201903,SUN.,300,5
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-03-01,201903,WEEKDAY,1675,21
2,2,2 - MOUNT ROYAL,Ross,Bus,2019-03-01,201903,WEEKDAY,1041,21
4,4,4 - TROY HILL,Ross,Bus,2019-03-01,201903,WEEKDAY,708,21
6,6,6 - SPRING HILL,Ross,Bus,2019-03-01,201903,WEEKDAY,1259,21
7,7,7 - SPRING GARDEN,Ross,Bus,2019-03-01,201903,WEEKDAY,142,21
8,8,8 - PERRYSVILLE,Ross,Bus,2019-03-01,201903,WEEKDAY,3177,21
11,11,11 - FINEVIEW,Ross,Bus,2019-03-01,201903,WEEKDAY,571,21
12,12,12 - MCKNIGHT,Ross,Bus,2019-03-01,201903,WEEKDAY,1201,21
13,13,13 - BELLEVUE,Ross,Bus,2019-03-01,201903,WEEKDAY,2116,21
14,14,14 - OHIO VALLEY,Ross,Bus,2019-03-01,201903,WEEKDAY,1276,21
15,15,15 - CHARLES,Ross,Bus,2019-03-01,201903,WEEKDAY,1068,21
16,16,16 - BRIGHTON,Ross,Bus,2019-03-01,201903,WEEKDAY,3770,21
17,17,17 - SHADELAND,Ross,Bus,2019-03-01,201903,WEEKDAY,1338,21
18,18,18 - MANCHESTER,Ross,Bus,2019-03-01,201903,WEEKDAY,102,21
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2019-03-01,201903,WEEKDAY,615,21
20,20,20 - KENNEDY,Collier,Bus,2019-03-01,201903,WEEKDAY,681,21
21,21,21 - CORAOPOLIS,Collier,Bus,2019-03-01,201903,WEEKDAY,1325,21
22,22,22 - MCCOY,Collier,Bus,2019-03-01,201903,WEEKDAY,936,21
24,24,24 - WEST PARK,Collier,Bus,2019-03-01,201903,WEEKDAY,1622,21
26,26,26 - CHARTIERS,Collier,Bus,2019-03-01,201903,WEEKDAY,985,21
27,27,27 - FAIRYWOOD,Collier,Bus,2019-03-01,201903,WEEKDAY,1063,21
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,1985,21
29,29,29 - ROBINSON,Collier,Bus,2019-03-01,201903,WEEKDAY,995,21
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-03-01,201903,WEEKDAY,1714,21
36,36,36 - BANKSVILLE,Collier,Bus,2019-03-01,201903,WEEKDAY,752,21
38,38,38 - GREEN TREE,Collier,Bus,2019-03-01,201903,WEEKDAY,3324,21
39,39,39 - BROOKLINE,Collier,Bus,2019-03-01,201903,WEEKDAY,1690,21
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-03-01,201903,WEEKDAY,659,21
41,41,41 - BOWER HILL,Collier,Bus,2019-03-01,201903,WEEKDAY,1628,21
43,43,43 - BAILEY,Collier,Bus,2019-03-01,201903,WEEKDAY,703,21
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-03-01,201903,WEEKDAY,988,21
48,48,48 - ARLINGTON,Collier,Bus,2019-03-01,201903,WEEKDAY,3017,21
51,51,51 - CARRICK,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,7946,21
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,690,21
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,426,21
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1447,21
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-03-01,201903,WEEKDAY,4145,21
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1033,21
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1676,21
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1191,21
58,58,58 - GREENFIELD,East Liberty,Bus,2019-03-01,201903,WEEKDAY,1136,21
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,2008,21
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,590,21
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,5060,21
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,4467,21
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-03-21,201903,WEEKDAY,6138,21
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,5812,21
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1794,21
65,65,65 - SQUIRREL HILL,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,464,21
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-03-01,201903,WEEKDAY,2069,21
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-03-01,201903,WEEKDAY,50,21
69,69,69 - TRAFFORD,East Liberty,Bus,2019-03-01,201903,WEEKDAY,1364,21
71,71,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,68,21
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-03-01,201903,WEEKDAY,5828,21
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-03-01,201903,WEEKDAY,5332,21
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-03-01,201903,WEEKDAY,5915,21
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-03-01,201903,WEEKDAY,4658,21
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-03-01,201903,WEEKDAY,993,21
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-03-01,201903,WEEKDAY,3437,21
77,77,77 - PENN HILLS,East Liberty,Bus,2019-03-01,201903,WEEKDAY,2272,21
79,79,79 - EAST HILLS,East Liberty,Bus,2019-03-01,201903,WEEKDAY,940,21
81,81,81 - OAK HILL,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1704,21
82,82,82 - LINCOLN,East Liberty,Bus,2019-03-01,201903,WEEKDAY,3930,21
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,2424,21
86,86,86 - LIBERTY,East Liberty,Bus,2019-03-01,201903,WEEKDAY,2788,21
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-03-01,201903,WEEKDAY,2906,21
88,88,88 - PENN,East Liberty,Bus,2019-03-01,201903,WEEKDAY,3099,21
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-03-01,201903,WEEKDAY,372,21
91,91,91 - BUTLER STREET,Ross,Bus,2019-03-01,201903,WEEKDAY,4368,21
93,93,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,2158,21
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-03-01,201903,WEEKDAY,3894,21
G3,G3,G3 - MOON FLYER,Collier,Bus,2019-03-01,201903,WEEKDAY,948,21
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2019-03-01,201903,WEEKDAY,696,21
O1,O1,O1 - ROSS FLYER,Ross,Bus,2019-03-01,201903,WEEKDAY,1270,21
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2019-03-01,201903,WEEKDAY,1436,21
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2019-03-01,201903,WEEKDAY,114,21
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-03-01,201903,WEEKDAY,10420,21
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,668,21
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,1210,21
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2019-03-01,201903,WEEKDAY,314,21
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,875,21
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,414,21
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2019-03-01,201903,WEEKDAY,1660,21
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,2998,21
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,506,21
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,1285,21
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,250,21
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,700,21
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,597,21
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1032,21
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2019-03-01,201903,WEEKDAY,1382,21
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,757,21
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,282,21
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1777,21
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1129,21
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-03-01,201903,WEEKDAY,1314,21
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-03-01,201903,SAT.,1678,5
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-03-01,201903,SAT.,1207,5
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-03-01,201903,SAT.,5720,5
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-03-01,201903,SUN.,903,5
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-03-01,201903,SUN.,622,5
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-03-01,201903,SUN.,2985,5
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2019-03-01,201903,WEEKDAY,6114,21
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2019-03-01,201903,WEEKDAY,8580,21
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Light Rail,2019-03-01,201903,WEEKDAY,10204,21
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-03-01,201903,SAT.,96,5
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-03-01,201903,SUN.,61,5
MI,0,MONONGAHELA INCLINE,Incline,Incline,2019-03-01,201903,WEEKDAY,237,21
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-04-01,201904,SAT.,1336,4
4,4,4 - TROY HILL,Ross,Bus,2019-04-01,201904,SAT.,299,4
6,6,6 - SPRING HILL,Ross,Bus,2019-04-01,201904,SAT.,576,4
8,8,8 - PERRYSVILLE,Ross,Bus,2019-04-01,201904,SAT.,1610,4
11,11,11 - FINEVIEW,Ross,Bus,2019-04-01,201904,SAT.,220,4
12,12,12 - MCKNIGHT,Ross,Bus,2019-04-01,201904,SAT.,1471,4
13,13,13 - BELLEVUE,Ross,Bus,2019-04-01,201904,SAT.,1476,4
14,14,14 - OHIO VALLEY,Ross,Bus,2019-04-01,201904,SAT.,630,4
15,15,15 - CHARLES,Ross,Bus,2019-04-01,201904,SAT.,808,4
16,16,16 - BRIGHTON,Ross,Bus,2019-04-01,201904,SAT.,2290,4
17,17,17 - SHADELAND,Ross,Bus,2019-04-01,201904,SAT.,612,4
21,21,21 - CORAOPOLIS,Collier,Bus,2019-04-01,201904,SAT.,712,4
22,22,22 - MCCOY,Collier,Bus,2019-04-01,201904,SAT.,487,4
24,24,24 - WEST PARK,Collier,Bus,2019-04-01,201904,SAT.,1383,4
26,26,26 - CHARTIERS,Collier,Bus,2019-04-01,201904,SAT.,563,4
27,27,27 - FAIRYWOOD,Collier,Bus,2019-04-01,201904,SAT.,657,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-04-01,201904,SAT.,1611,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-04-01,201904,SAT.,960,4
38,38,38 - GREEN TREE,Collier,Bus,2019-04-01,201904,SAT.,424,4
39,39,39 - BROOKLINE,Collier,Bus,2019-04-01,201904,SAT.,275,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-04-01,201904,SAT.,259,4
41,41,41 - BOWER HILL,Collier,Bus,2019-04-01,201904,SAT.,558,4
43,43,43 - BAILEY,Collier,Bus,2019-04-01,201904,SAT.,398,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-04-01,201904,SAT.,335,4
48,48,48 - ARLINGTON,Collier,Bus,2019-04-01,201904,SAT.,2118,4
51,51,51 - CARRICK,West Mifflin,Bus,2019-04-01,201904,SAT.,5485,4
53,53,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-04-01,201904,SAT.,370,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-04-01,201904,SAT.,2512,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-04-01,201904,SAT.,843,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-04-01,201904,SAT.,936,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-04-01,201904,SAT.,903,4
58,58,58 - GREENFIELD,East Liberty,Bus,2019-04-01,201904,SAT.,282,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-04-01,201904,SAT.,2020,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-04-01,201904,SAT.,3972,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-04-01,201904,SAT.,3184,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-04-06,201904,SAT.,4867,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-04-01,201904,SAT.,3863,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-04-01,201904,SAT.,1885,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-04-01,201904,SAT.,1105,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-04-01,201904,SAT.,466,4
69,69,69 - TRAFFORD,East Liberty,Bus,2019-04-01,201904,SAT.,356,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-04-01,201904,SAT.,2975,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-04-01,201904,SAT.,2679,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2019-04-01,201904,SAT.,3292,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2019-04-01,201904,SAT.,2354,4
74,74,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2019-04-01,201904,SAT.,550,4
75,75,75 - ELLSWORTH,East Liberty,Bus,2019-04-01,201904,SAT.,2068,4
77,77,77 - PENN HILLS,East Liberty,Bus,2019-04-01,201904,SAT.,1164,4
79,79,79 - EAST HILLS,East Liberty,Bus,2019-04-01,201904,SAT.,801,4
81,81,81 - OAK HILL,West Mifflin,Bus,2019-04-01,201904,SAT.,958,4
82,82,82 - LINCOLN,East Liberty,Bus,2019-04-01,201904,SAT.,2691,4
83,83,83 - BEDFORD HILL,West Mifflin,Bus,2019-04-01,201904,SAT.,1600,4
86,86,86 - LIBERTY,East Liberty,Bus,2019-04-01,201904,SAT.,2772,4
87,87,87 - FRIENDSHIP,East Liberty,Bus,2019-04-01,201904,SAT.,777,4
88,88,88 - PENN,East Liberty,Bus,2019-04-01,201904,SAT.,1848,4
89,89,89 - GARFIELD COMMONS,East Liberty,Bus,2019-04-01,201904,SAT.,261,4
91,91,91 - BUTLER STREET,Ross,Bus,2019-04-01,201904,SAT.,2392,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2019-04-01,201904,SAT.,1129,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2019-04-01,201904,SAT.,5398,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2019-04-01,201904,SAT.,847,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2019-04-01,201904,SAT.,622,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2019-04-01,201904,SAT.,732,4
1,1,1 - FREEPORT ROAD,Ross,Bus,2019-04-01,201904,SUN.,882,4
6,6,6 - SPRING HILL,Ross,Bus,2019-04-01,201904,SUN.,455,4
8,8,8 - PERRYSVILLE,Ross,Bus,2019-04-01,201904,SUN.,932,4
11,11,11 - FINEVIEW,Ross,Bus,2019-04-01,201904,SUN.,129,4
12,12,12 - MCKNIGHT,Ross,Bus,2019-04-01,201904,SUN.,795,4
13,13,13 - BELLEVUE,Ross,Bus,2019-04-01,201904,SUN.,704,4
14,14,14 - OHIO VALLEY,Ross,Bus,2019-04-01,201904,SUN.,426,4
15,15,15 - CHARLES,Ross,Bus,2019-04-01,201904,SUN.,489,4
16,16,16 - BRIGHTON,Ross,Bus,2019-04-01,201904,SUN.,1459,4
17,17,17 - SHADELAND,Ross,Bus,2019-04-01,201904,SUN.,531,4
21,21,21 - CORAOPOLIS,Collier,Bus,2019-04-01,201904,SUN.,499,4
24,24,24 - WEST PARK,Collier,Bus,2019-04-01,201904,SUN.,923,4
26,26,26 - CHARTIERS,Collier,Bus,2019-04-01,201904,SUN.,307,4
27,27,27 - FAIRYWOOD,Collier,Bus,2019-04-01,201904,SUN.,435,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2019-04-01,201904,SUN.,1362,4
31,31,31 - BRIDGEVILLE,Collier,Bus,2019-04-01,201904,SUN.,648,4
38,38,38 - GREEN TREE,Collier,Bus,2019-04-01,201904,SUN.,180,4
40,40,40 - MOUNT WASHINGTON,Collier,Bus,2019-04-01,201904,SUN.,148,4
41,41,41 - BOWER HILL,Collier,Bus,2019-04-01,201904,SUN.,349,4
43,43,43 - BAILEY,Collier,Bus,2019-04-01,201904,SUN.,248,4
44,44,44 - VIA KNOXVILLE,Collier,Bus,2019-04-01,201904,SUN.,244,4
48,48,48 - ARLINGTON,Collier,Bus,2019-04-01,201904,SUN.,1034,4
51,51,51 - CARRICK,West Mifflin,Bus,2019-04-01,201904,SUN.,3278,4
54,54,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2019-04-01,201904,SUN.,1223,4
55,55,55 - GLASSPORT,West Mifflin,Bus,2019-04-01,201904,SUN.,531,4
56,56,56 - LINCOLN PLACE,West Mifflin,Bus,2019-04-01,201904,SUN.,672,4
57,57,57 - HAZELWOOD,West Mifflin,Bus,2019-04-01,201904,SUN.,604,4
58,58,58 - GREENFIELD,East Liberty,Bus,2019-04-01,201904,SUN.,172,4
59,59,59 - MON VALLEY,West Mifflin,Bus,2019-04-01,201904,SUN.,1095,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2019-04-01,201904,SUN.,2586,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2019-04-01,201904,SUN.,2072,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2019-04-07,201904,SUN.,3598,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2019-04-01,201904,SUN.,2458,4
64,64,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2019-04-01,201904,SUN.,988,4
67,67,67 - MONROEVILLE,East Liberty,Bus,2019-04-01,201904,SUN.,767,4
68,68,68 - BRADDOCK HILLS,East Liberty,Bus,2019-04-01,201904,SUN.,220,4
69,69,69 - TRAFFORD,East Liberty,Bus,2019-04-01,201904,SUN.,260,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2019-04-01,201904,SUN.,2016,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2019-04-01,201904,SUN.,1621,4
